Source	ID	Title	Journal	Year_publication	doi	Geography	Higher_Geography	Year	Domain	System 	System_specific	Taxon_Group	Taxon	Taxon_specific	Impact	Impact_specific	Conservation_Group	Conservation_Action	Conservation_Action_specific	Tested_statistically	Response_variable	Response_Group	Predictor_variable	Statistical_method	Test_statistic	value	df	N	Direction_of_effect	P-value	Pearson_r	Pearson_r_conversion	Notes	Assignment	Validation
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Various modification, including fire as a management tool	Regulation	Legislation	recommended amendments to the Forest Practices Code in Tasmania ; No forestry activity (roading, quarrying, plantation development or logging) or other surface disturbance (especially ground breaking activity) should be permitted in forests which contain the significantly karstified Siluro-Ordovician limestones and Pre-Cambrian dolomites or magnesites and all areas defined by Kiernan (1995b) as “Category A” karsts. ; The use of fire is not an acceptable management tool in (forested) karst areas (see below). All fires, whether as “cool” fires or “hot” fires during regeneration burns, ground fuel reduction burns or perimeter hazard burns will affect cavernicolous invertebrates which are reliant on natural karst proccess and input of natural organic material from surface systems. Similarly, where possible, accidental bushfires should not be allowed to enter karst areas.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Various modification, including fire as a management tool	Assessment	Risk assessment	Red listing	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Various modification, including fire as a management tool	Education	Education	increased public awareness of the relative uniqueness and fragility of cave ecosystems	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Various modification, including fire as a management tool	Monitoring	Monitoring	further study or research into cave ecosystems, cave communities and individual species, cave systems and karst areas to address some of the shortcomings of this present data set and augment our knowledge to assist forest land managers to more adequately address to protection requirements for cave fauna ; A register of all known caves with cave fauna should be prepared to assist in planning purposes forest-based activity or other permitted activities in forested karst areas.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Visitors	Scientists collecting	Regulation	Legislation	Collection of described cave species should be discouraged by promoting the publication of cave fauna collection records and new species descriptions in speleological journals or elsewhere in the public domain.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Pollution	petroleum products (oils and lubricants), herbicides (or pesticides) and fertilisers	Regulation	Legislation	Pollutants such as petroleum products (oils and lubricants), herbicides (or pesticides) and fertilisers should be absolutely avoided on the surface of any Category A karst area in Tasmanian forests.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Various modification, including fire as a management tool	Restoration	Habitat restoration	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Subterranean habitat change	NA	Restoration	Habitat restoration	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Visitors	NA	Restoration	Habitat restoration	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Various modification, including fire as a management tool	Protection	Ex-situ	Micro-habitat protection as an aid to enhanced breeding	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0106	Management Prescriptions for Tasmania's Cave Fauna	Report to Tasmanian RFA Environment and Heritage Technical Committee 	1997	NA	Tasmania	Australasian	NA	All	Cave	Karst and caves in forested areas	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Various modification, including fire as a management tool	Assessment	Prioritization	Prediction of faunal values in Tasmanian caves to assist conservation biologists and forest managers or other land managers to prepare appropriate management plans in “new” areas of forested karst or in karst catchment areas where proposed forestry operations may be planned. ; Investigation of karst areas that warrant reservation to provide conservation management of cave communities and rare or threatened cave species	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
Other	Other_0108	Mortality curves of blind cave crayfish (Orconectes australis australis) exposed to chlorinated stream water.	Hydrobiologia	1977	https://doi.org/10.1007/BF00029288	USA	Nearctic	1974	Aquatic	Cave	White County, Tennessee	Arthropoda	Crustacea	Orconectes australis australis	Pollution	sodium hypochlorous solution --> chlorine	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	probit regression	LC50 (24 h) mg/L residual chlorine unacclimated	2,70	NA	36,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0108	Mortality curves of blind cave crayfish (Orconectes australis australis) exposed to chlorinated stream water.	Hydrobiologia	1977	https://doi.org/10.1007/BF00029288	USA	Nearctic	1974	Aquatic	Cave	White County, Tennessee	Arthropoda	Crustacea	Orconectes australis australis	Pollution	sodium hypochlorous solution --> chlorine	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	probit regression	LC50 (24 h) mg/L residual chlorine acclimated	3,39	NA	36,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0108	Mortality curves of blind cave crayfish (Orconectes australis australis) exposed to chlorinated stream water.	Hydrobiologia	1977	https://doi.org/10.1007/BF00029288	USA	Nearctic	1974	Aquatic	Cave	White County, Tennessee	Arthropoda	Crustacea	Orconectes australis australis	Pollution	sodium hypochlorous solution --> chlorine	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	probit regression	LC50 (24 h) mg/L free chlorine unacclimated	2,25	NA	36,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0108	Mortality curves of blind cave crayfish (Orconectes australis australis) exposed to chlorinated stream water.	Hydrobiologia	1977	https://doi.org/10.1007/BF00029288	USA	Nearctic	1974	Aquatic	Cave	White County, Tennessee	Arthropoda	Crustacea	Orconectes australis australis	Pollution	sodium hypochlorous solution --> chlorine	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	probit regression	LC50 (24 h) mg/L free chlorine acclimated	3,00	NA	36,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 1–2	67,90	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 3	63,50	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 4	63,90	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 6–7	55,30	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 8	53,20	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 9	50,80	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 10	49,00	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 14	43,30	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 15–16	41,90	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0109	A New Bioassay for the Ecotoxicological Testing of VOCs on Groundwater Invertebrates and the Effects of Toluene on Niphargus inopinatus	Aquatic Toxicology	2013	https://doi.org/10.1016/j.aquatox.2012.12.023	Germany	Palearctic	NA	Aquatic	Groundwater	Oberschleissheim / Munich	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	toluene	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration	2-parameter log-logistic model on measured start concentration	LC50 at day 21–23	35,50	NA	78,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
Other	Other_0110	Do Faunal Assemblages Reflect the Exchange Intensity in Groundwater Zones?	Hydrobiologia	2007	https://doi.org/10.1007/s10750-006-0405-8.	Australia	Australasian	2001-2002	Aquatic	Groundwater	Marbling Brook, 60 km NE of Perth, Western Australia	Not specific	Not specific	All	Pollution	Agriculture; rising water levels mobilizing salt in soil crusts	Assessment	Risk assessment	NA	yes	Multivariate differences among cluster groups of faunal assemblages in terms of landuse per cluster group	Richness	Landuse class	BIO-ENV	Wilk's lambda	0,28	NA	NA	Negative	<0.001	NA	not convertible	-	Schmidt	Meierhofer
Other	Other_0110	Do Faunal Assemblages Reflect the Exchange Intensity in Groundwater Zones?	Hydrobiologia	2007	https://doi.org/10.1007/s10750-006-0405-8.	Australia	Australasian	2001-2002	Aquatic	Groundwater	Marbling Brook, 60 km NE of Perth, Western Australia	Not specific	Not specific	All	Pollution	Agriculture; rising water levels mobilizing salt in soil crusts	Assessment	Risk assessment	NA	yes	Nitrate concentration	Suitability	Absence / Presence of fauna in wells	Mann Whitney	W	158,00	64,00	NA	Positive	<0.001	NA	not convertible	n that catchment, fauna profited from agricultural uses which imported nitrate, because that probably triggered microbial growth - meaning, in this catchment where land use was (at the most) extensive, fauna was rather limited by food sources which were provided / triggered by agriculture ..	Schmidt	Meierhofer
Other	Other_0111	Ökotoxikologische Prüfung von Pflanzenschutzmitteln hinsichtlich ihres Potenzials zur Grundwassergefährdung.  https://www.umweltbundesamt.de/publikationen/oekotoxikologische-pruefung-von.	Report of German Office for the Environment (Umweltbundesamt)	2001	https://www.umweltbundesamt.de/publikationen/oekotoxikologische-pruefung-von	Germany	Palearctic	1999	Aquatic	Groundwater	Echthausen, Northern Germany, and Aschaffenburg, Central Germany	Arthropoda	Crustacea	Niphargus inopinatus	Pollution	Pesticide	Assessment	Risk assessment	NA	yes	Survival	Survival	Pollutant concentration Cyprodinil	probit regression	LC50 (96 h) mg/L	2,43	NA	10,00	Negative	NA	NA	to be converted	-	Schmidt	Meierhofer
